,Number_PP,Name,Full_name,Owners_name,Kind,Price,Qty_stock,Remaining_amount
617,1152,Ковры MAXIMILLIAN LUX,Ковры MAXIMILLIAN LUX,Ковролин OZ KAPLAN (Турция),Товар,14.47,677.9796,19
618,1153,Ковры MEDIO,Ковры MEDIO,Ковролин Украина,Товар,95.41,107.10208,87
619,1154,Ковры MESSI,Ковры MESSI,Ковролин OZ KAPLAN (Турция),Товар,59.65,321.19147000000004,65
620,1155,Ковры MIRACLE,Ковры MIRACLE,Ковролин Украина,Товар,76.24,76.0,24
621,1156,Ковры MOKKO,Ковры MOKKO,Ковролин Украина,Товар,28.53,126.3594,78
622,1157,Ковры MONDO,Ковры MONDO,Ковролин СИНТЕЛОН (Сербия),Товар,12.89,616.794,24
623,1160,Ковры MYSTIC,Ковры MYSTIC,Ковролин OZ KAPLAN (Турция),Товар,74.5,647.48201,5
624,1161,Ковры PAMELA,Ковры PAMELA,Ковролин OZ KAPLAN (Турция),Товар,8.39,190.1594,1
625,1162,Ковры PANAMA,Ковры PANAMA,Ковролин OZ KAPLAN (Турция),Товар,81.8,249.20188,92
626,1163,Ковры PARMA ,Ковры PARMA ,Ковролин OZ KAPLAN (Турция),Товар,6.58,162.1065,96
627,1164,Ковры PARMA SHAGGY,Ковры PARMA SHAGGY,Ковролин OZ KAPLAN (Турция),Товар,50.72,2536.0,50
628,1165,Ковры PLAY,Ковры PLAY,Ковролин СИНТЕЛОН (Сербия),Товар,54.47,126.6863,22
629,1166,Ковры PRACTICA,Ковры PRACTICA,Ковролин СИНТЕЛОН (Сербия),Товар,54.59,840.45855,6
630,1167,Ковры PRIZMA,Ковры PRIZMA,Ковролин СИНТЕЛОН (Сербия),Товар,83.66,219.18321,54
631,1170,Ковры ROSINA,Ковры ROSINA,Ковролин УРГАЗ (Узбекистан),Товар,62.36,908.5662199999999,88
632,1171,Ковры SANGZAR,Ковры SANGZAR,Ковролин УРГАЗ (Узбекистан),Товар,46.98,231.10852000000003,38
633,1172,Ковры SEDNA CARVING,Ковры SEDNA CARVING,Ковролин OZ KAPLAN (Турция),Товар,46.91,203.9522,73
634,1173,Ковры SEVILLA,Ковры SEVILLA,Ковролин OZ KAPLAN (Турция),Товар,73.5,316.23082999999997,8
635,1174,Ковры SHAGGY 3D,Ковры SHAGGY 3D,Ковролин УРГАЗ (Узбекистан),Товар,96.57,508.49057,56
636,1175,Ковры SHAGGY BRAVO,Ковры SHAGGY BRAVO,Ковролин УРГАЗ (Узбекистан),Товар,85.36,740.63166,4
637,1176,Ковры Shaggy Lama,Ковры Shaggy Lama,Ковролин МОЛДАБЕЛА (Молдова),Товар,20.53,303.622,59
638,1177,Ковры Shaggy Lux,Ковры Shaggy Lux,Ковролин МОЛДАБЕЛА (Молдова),Товар,11.18,183.2045,94
639,1200,Ковры SOFT,Ковры SOFT,Ковролин ПЛАТО ХАЛИ (Турция),Товар,11.7,404.4726,8
640,1201,Ковры SUPER DELUX,Ковры SUPER DELUX,Ковролин УРГАЗ (Узбекистан),Товар,1.41,110.155,1
641,1202,Ковры ULTRASOFT,Ковры ULTRASOFT,Ковролин OZ KAPLAN (Турция),Товар,66.76,127.8478,52
642,1203,Ковры VISCOSE LUX,Ковры VISCOSE LUX,Ковролин УРГАЗ (Узбекистан),Товар,74.9,601.44528,9
643,1204,Ковры VITRIN,Ковры VITRIN,Ковролин ПЛАТО ХАЛИ (Турция),Товар,22.78,543.12369,54
644,1205,Ковры Альпака,Ковры Альпака,Ковролин БРЕСТ (Беларусь) ,Товар,28.72,138.3963,36
645,1206,Ковры Валенсия,Ковры Валенсия,Ковролин БРЕСТ (Беларусь) ,Товар,30.57,107.32700000000001,99
646,1207,Ковры Гранд,Ковры Гранд,Ковролин БРЕСТ (Беларусь) ,Товар,76.85,783.60173,55
647,1210,Ковры Ирбис,Ковры Ирбис,Ковролин БРЕСТ (Беларусь) ,Товар,52.4,957.50146,8
648,1211,Ковры Карвинг,Ковры Карвинг,КОВРЫ,Товар,64.39,186.11976,54
649,1212,Ковры Панда,Ковры Панда,КОВРЫ,Товар,59.33,941.55829,53
650,1213,Ковры Сити,Ковры Сити,Ковролин БРЕСТ (Беларусь) ,Товар,90.1,892.8036900000001,2
651,1214,Ковры Скандинавия,Ковры Скандинавия,Ковролин БРЕСТ (Беларусь) ,Товар,25.2,187.4712,4
652,1215,Ковры Супер Панда,Ковры Супер Панда,КОВРЫ,Товар,33.77,568.1918099999999,36
653,1216,Ковры Сфинкс,Ковры Сфинкс,Ковролин БРЕСТ (Беларусь) ,Товар,21.32,872.1859099999999,4
654,1217,Ковры Тринити,Ковры Тринити,Ковролин БРЕСТ (Беларусь) ,Товар,73.56,632.4648900000001,92
655,1220,Ковры Фридом,Ковры Фридом,Ковролин БРЕСТ (Беларусь) ,Товар,82.58,897.7407400000001,26
656,1221,Ковры Хит сет,Ковры Хит сет,КОВРЫ,Товар,15.71,240.377,4
657,1222,Ковры Шагги Лазанья,Ковры Шагги Лазанья,КОВРЫ,Товар,90.7,707.64124,9
658,1223,Ковры Шейк,Ковры Шейк,Ковролин БРЕСТ (Беларусь) ,Товар,23.4,143.3294,72
659,1224,Колено,Колено,Строительные товары двери,Товар,25.29,277.7005,33
660,1225,Колодец,Колодец,Строительные товары двери,Товар,92.4,44814.0,485
661,1226,Кольцо ж/б,Кольцо ж/б,Строительные товары двери,Товар,80.66,547.44121,2
662,1227,Командировочные расходы,Командировочные расходы,Услуги,Услуга,62.66,174.10902,84
663,1230,Комиссия за факторинговое обслуживание,Комиссия за факторинговое обслуживание,Услуги,Услуга,86.83,352.30564,16
664,1231,Комитекс,,Линолеум,Товар,57.39,304.17446,56
665,1232,Компенсация расходов на подключение к электронной отчетности,Компенсация расходов на подключение к электронной отчетности,Услуги,Услуга,15.57,661.10291,77
666,1233,Комплекс работ по разработке сайта,Комплекс работ по разработке сайта,Услуги,Услуга,89.86,115.10333,9
667,1234,Комплект дымохода,Комплект дымохода,Строительные товары двери,Товар,41.5,365.15147,5
668,1235,Комплект щитов для стенда,Комплект щитов для стенда,Оборудование,Товар,78.65,519.40819,35
669,1236,Комплект щитов для стенда EUROHOME 780х540х224,Комплект щитов для стенда EUROHOME 780х540х224,Оборудование,Товар,51.17,179.9159,43
670,1237,Комплект щитов для стенда SPC 780х360х60,Комплект щитов для стенда SPC 780х360х60,Оборудование,Товар,2.9,139.29,51
671,1240,Комплектовка товара,Комплектовка товара,Услуги,Услуга,7.78,45.35,1
672,1241,Компьютер ,Компьютер ,Материалы,Материал,2.73,405.1105,65
673,1242,Компьютор (СТ),Компьютор (СТ),Материалы,Материал,15.3,859.1291,77
674,1243,Конвектор электрический,Конвектор электрический,Материалы,Материал,12.97,728.9442,16
675,1244,Конверт 110х220 50шт/уп.,Конверт 110х220 50шт/уп.,Материалы,Материал,95.17,663.63097,71
676,1245,Конверт 162х229 50шт/уп.,Конверт 162х229 50шт/уп.,Материалы,Материал,24.89,852.21206,28
677,1246,Конверт С4 декстрин  229х324 50шт/уп.,Конверт С4 декстрин  229х324 50шт/уп.,Материалы,Материал,64.49,179.11543,71
678,1247,Конверт С4стрип  229х324 50шт/уп.,Конверт С4стрип  229х324 50шт/уп.,Материалы,Материал,60.36,35.2112,6
679,1250,Конверт С5стрип 162х229 100шт/уп.,Конверт С5стрип 162х229 100шт/уп.,Материалы,Материал,30.78,40.1231,2
680,1251,Конверт С6стрип 114х162 50шт/уп.,Конверт С6стрип 114х162 50шт/уп.,Материалы,Материал,59.17,944.5585599999999,48
681,1252,Конверт-пакет  250х353,Конверт-пакет  250х353,Материалы,Материал,14.6,473.665,38
682,1253,Конек полка,Конек полка,Строительные товары двери,Товар,81.39,62.5046,18
683,1254,Консалтинговые услуги,Консалтинговые услуги,Услуги,Услуга,84.5,164.13783999999998,2
684,1255,Контроллер,Контроллер,Материалы,Материал,73.43,878.6447099999999,54
685,1256,Копировальный аппарат ,Копировальный аппарат ,Материалы,Материал,39.45,417.1645,65
686,1257,Корзина д/мусора,Корзина д/мусора,Материалы,Материал,47.2,19.896,8
687,1260,"короб архивный ДЕЛОПРОИЗВОДСТВО 480*325*295,Т24","короб архивный ДЕЛОПРОИЗВОДСТВО 480*325*295,Т24",Материалы,Материал,85.54,711.60818,94
688,1261,короб архивный красный (гофрокартон),короб архивный красный (гофрокартон),Материалы,Материал,90.73,103.9345,19
689,1262,короб архивный синий (гофрокартон),короб архивный синий (гофрокартон),Материалы,Материал,42.38,84.0,18
690,1263,Корпуса без блоков питания,Корпуса без блоков питания,Материалы,Материал,15.33,833.12769,89
691,1264,Корректирующая жидкость,Корректирующая жидкость,Материалы,Материал,53.92,904.4874300000001,68
692,1265,Костюм утепленый ВАХТА-ПРОФИ синий,Костюм утепленый ВАХТА-ПРОФИ синий,Материалы,Материал,42.8,262.11024,96
693,1266,Котел,Котел,Строительные товары двери,Товар,18.72,623.11662,56
694,1267,Краска штепмельная ,Краска штепмельная ,Материалы,Материал,54.54,314.17125,56
695,1270,Крепеж,Крепеж,Материалы,Материал,50.3,660.33019,8
696,1271,Кресло Chairman,Кресло Chairman,Материалы,Материал,20.21,407.8225,47
697,1272,Кресло Престиж,Кресло Престиж,Материалы,Материал,39.1,595.2326400000001,5
698,1273,Кронон Модерн 8мм 33класс,,Ламинат Мостовдрев,Товар,93.67,481.45055,27
699,1274,Кронштейн желоба,Кронштейн желоба,Строительные товары двери,Товар,95.99,280.26877,2
700,1275,Крышка к тумбе,Крышка к тумбе,Материалы,Материал,94.16,620.58379,2
701,1276,Крышка-переходник тип 510 шт,Крышка-переходник тип 510 шт,Склад Максимова Т.,Товар,1.7000000000000002,565.96,5
702,1277,Крюк,Крюк,Строительные товары двери,Товар,29.32,428.12548,96
703,1300,Крючок №200 с кронштейном белый,Крючок №200 с кронштейном белый,Оборудование,Товар,2.79,557.1554,3
704,1301,Кулеры универсальные,Кулеры универсальные,Материалы,Материал,68.4,693.47151,72
705,1302,Курсовые разницы,Курсовые разницы,Услуги,Услуга,19.71,85.1675,35
706,1303,Курьерские услуги,Курьерские услуги,Услуги,Услуга,16.26,148.2406,48
707,1304,Ламинат,,,Товар,91.45,523.4782799999999,35
708,1305,Ламинат Aberhof,,Ламинат,Товар,58.54,451.26401,54
709,1306,Ламинат ART 12мм 33класс,Ламинат ART 12мм 33класс,EUROHOME,Товар,83.98,879.73818,42
710,1307,Ламинат ATLAS,,Ламинат,Товар,56.47,471.26597000000004,37
711,1310,Ламинат ATLAS 8мм 33кл,,Ламинат ATLAS,Товар,41.14,852.35051,28
712,1311,Ламинат ATLAS 8мм 33класс,Ламинат ATLAS 8мм 33класс,Ламинат ATLAS 8мм 33кл,Товар,17.18,952.16355,36
713,1312,Ламинат Cranberry 8мм 33кл фаска,Ламинат Cranberry 8мм 33кл фаска,Cranberry 8мм 33кл фаска,Товар,70.7,165.11665,5
714,1313,Ламинат Cruise,Ламинат Cruise 10мм 33класс,Cruise,Товар,20.5,373.7478,65
715,1314,Ламинат Derby Arteon 8мм 33 класс,Ламинат Derby Arteon 8мм 33 класс,Derby Arteon,Товар,44.49,757.33678,93
716,1315,Ламинат DUBART,Ламинат DUBART,DUBART,Товар,96.2,2886.0,30
717,1316,Ламинат Emerald,Ламинат Emerald,Emerald снят с производства,Товар,81.79,40.3271,6
718,1317,Ламинат Form 8мм 33 класс,Ламинат Form 8мм 33 класс,Form 8 мм 33 класс,Товар,47.2,876.4118900000001,52
719,1320,Ламинат Iceberg,Ламинат Iceberg 8.4мм 34класс,Iceberg,Товар,76.71,406.31144,26
720,1321,Ламинат IDEAL,,Ламинат,Товар,85.32,70389.0,825
721,1322,Ламинат Kompass,Ламинат Kompass,Kompass снят с производства,Товар,72.24,56.4045,44
722,1323,Ламинат Kronostar,,Ламинат,Товар,15.72,231.3631,32
723,1324,Ламинат Legend (старый размер снят),Ламинат Legend (старый размер снят),Legend 33 снимается,Товар,9.97,108.1076,76
724,1325,Ламинат Legend NEW,Ламинат Legend NEW,Legend 33 снимается,Товар,88.95,504.4483,8
725,1326,Ламинат LOFT 8мм 32класс,Ламинат LOFT 8мм 32класс,EUROHOME,Товар,30.89,674.2081900000001,86
726,1327,Ламинат Look 7мм 32кл,Ламинат Look 7мм 32кл,Look 7мм 32 класс ,Товар,48.13,170.8182,1
727,1330,Ламинат MAJESTIC 8мм 33класс,Ламинат MAJESTIC 8мм 33класс,EUROHOME,Товар,81.63,86.70200000000001,18
728,1331,Ламинат Quality flooring 5мм 32 класс,Ламинат Quality flooring 5мм 32 класс,SPC,Товар,28.36,736.20872,96
729,1332,Ламинат Raspberry 8мм 33кл фаска,Ламинат Raspberry 8мм 33кл фаска,Raspberry 8мм 33кл фаска,Товар,35.79,310.11093999999997,9
730,1333,Ламинат Regatta,Ламинат Regatta,Regatta снят с производства 2016,Товар,19.62,10.0196,2
731,1334,Ламинат Robinson,Ламинат Robinson,Ламинат Таркетт,Товар,36.96,224.8279,4
732,1335,Ламинат Silver,Ламинат Silver,Silver снят с производства,Товар,84.79,812.68849,48
733,1336,Ламинат Storm,Ламинат Storm,Storm,Товар,12.67,361.4573,87
734,1337,Ламинат Superior,Ламинат Superior,Superior,Товар,97.9,258.25257999999997,2
735,1340,Ламинат Synchrotec,Ламинат Synchrotec,Synchrotec,Товар,43.59,940.40974,6
736,1341,Ламинат Victory,Ламинат Victory,Victory,Товар,64.43,431.27769000000006,33
737,1342,Ламинат WindRose,Ламинат WindRose,WindRose снят с производства,Товар,18.21,141.2567,61
738,1343,Ламинат БОГАТЫРЬ,Ламинат БОГАТЫРЬ,БОГАТЫРЬ,Товар,68.69,364.25003,16
739,1344,Ламинат Германия,Ламинат Германия,Ламинат Соммер,Товар,11.86,687.8147,82
740,1345,Ламинат Кронон Модерн 8мм 33класс,Ламинат Кронон Модерн 8мм 33класс,Кронон Модерн 8мм 33класс,Товар,75.82,641.486,62
741,1346,Ламинат Кроношпан,,Ламинат,Товар,40.17,277.11127,9
742,1347,Ламинат Мостовдрев,,Ламинат,Товар,88.55,266.23554,3
743,1350,Ламинат Первая Сибирская 10мм 32класс,Ламинат Первая Сибирская 10мм 32класс,Ламинат Тайга,Товар,24.83,657.16313,31
744,1351,Ламинат Первая Уральская 8мм 32класс,Ламинат Первая Уральская 8мм 32класс,Ламинат Тайга,Товар,45.92,332.15245,44
745,1352,Ламинат СИНЕМА 8мм 32класс,Ламинат СИНЕМА 8мм 32класс,Ламинат Таркетт,Товар,35.56,676.24038,56
746,1353,Ламинат Синтерос,,Ламинат,Товар,82.84,186.15408,24
747,1354,Ламинат Соммер,,Ламинат,Товар,39.11,651.2546,61
748,1355,Ламинат Тайга,,Ламинат,Товар,44.22,644.28477,68
749,1356,Ламинат Таркетт,,Ламинат,Товар,42.51,266.11307,66
750,1357,Ламинат Франция 7мм 32 класс,Ламинат Франция 7мм 32 класс,Ламинат Соммер,Товар,16.45,695.11432,75
751,1360,Ластик KOH-I-NOOR,Ластик KOH-I-NOOR,Материалы,Материал,24.39,883.2153599999999,37
752,1361,ЛДСП,,,Товар,46.36,219.10152000000002,84
753,1362,ЛДСП,ЛДСП,ЛДСП,Товар,37.39,668.2497599999999,52
754,1363,Лента упаковочная,Лента упаковочная,Материалы,Материал,5.64,84.0,56
755,1364,Лентообвязыватель SP301,Лентообвязыватель SP301,Материалы,Материал,85.69,643.55098,67
756,1365,Линейка 30 см.,Линейка 30 см.,Материалы,Материал,77.25,9270.0,120
757,1366,Линолеум,,,Товар,70.7,789.55285,23
758,1367,Линолеум 2 сорт,Линолеум 2 сорт,Polystyl 2 сорт,Товар,88.15,57.5024,55
759,1370,Линолеум Contract,Линолеум Contract,Polystyl Contract,Товар,47.91,679.3253,89
760,1371,Линолеум Contract SB,Линолеум Contract SB,Polystyl Contract,Товар,0.36,35.12,6
761,1372,Линолеум Forbo,Линолеум Forbo,Forbo,Товар,79.98,610.48787,8
762,1373,Линолеум Forbo Смарагд Вуд Алба FR 7301 (46.6),Линолеум Forbo Смарагд Вуд Алба FR 7301 (46.6),Forbo,Товар,58.73,477.28014,21
763,1374,Линолеум Forbo Смарагд Вуд Алба FR 7301 (50),Линолеум Forbo Смарагд Вуд Алба FR 7301 (50),Forbo,Товар,74.84,988.7394099999999,92
764,1375,Линолеум Forbo Смарагд Вуд Алба FR 7302 (50),Линолеум Forbo Смарагд Вуд Алба FR 7302 (50),Forbo,Товар,90.6,488.44212000000005,8
765,1376,Линолеум Forbo Смарагд Вуд Отелло FR 7601 (50),Линолеум Forbo Смарагд Вуд Отелло FR 7601 (50),Forbo,Товар,92.36,602.556,72
766,1377,Линолеум Forbo Смарагд Вуд Отелло FR 7602 (47.4),Линолеум Forbo Смарагд Вуд Отелло FR 7602 (47.4),Forbo,Товар,86.6,30121.0,350
767,1400,Линолеум Forbo Смарагд Вуд Отелло FR 7602 (50),Линолеум Forbo Смарагд Вуд Отелло FR 7602 (50),Forbo,Товар,30.31,641.1942799999999,71
768,1401,Линолеум Forbo Смарагд Вуд Отелло FR 7602 (53.7),Линолеум Forbo Смарагд Вуд Отелло FR 7602 (53.7),Forbo,Товар,52.75,4220.0,80
769,1402,Линолеум Forbo Смарагд Вуд Отелло FR 7603 (50),Линолеум Forbo Смарагд Вуд Отелло FR 7603 (50),Forbo,Товар,72.1,504.36293,4
770,1403,Линолеум Forbo Смарагд Вуд Отелло FR 7603 (63.9),Линолеум Forbo Смарагд Вуд Отелло FR 7603 (63,Forbo,Товар,44.4,24.1065,6
771,1404,Линолеум Forbo Смарагд Вуд Прунус FR 7401 (50),Линолеум Forbo Смарагд Вуд Прунус FR 7401 (50),Forbo,Товар,48.1,626.3011,6
772,1405,Линолеум Forbo Смарагд Вуд Рама FR 7503 (41.5),Линолеум Forbo Смарагд Вуд Рама FR 7503 (41.5),Forbo,Товар,76.2,695.52833,9
773,1406,Линолеум Forbo Смарагд Вуд Рама FR 7503 (45.4),Линолеум Forbo Смарагд Вуд Рама FR 7503 (45.4),Forbo,Товар,15.9,234.3531,6
774,1407,Линолеум Forbo Смарагд Вуд Рама FR 7503 (46.4),Линолеум Forbo Смарагд Вуд Рама FR 7503 (46.4),Forbo,Товар,98.1,12753.0,130
775,1410,Линолеум Forbo Смарагд Классик FR 6192 (24),Линолеум Forbo Смарагд Классик FR 6192 (24),Forbo,Товар,30.26,148.4478,48
776,1411,Линолеум Forbo Смарагд Классик FR 6192 (24.2),Линолеум Forbo Смарагд Классик FR 6192 (24.2),Forbo,Товар,28.18,914.25756,52
777,1412,Линолеум Forbo Смарагд Классик FR 6192 (25),Линолеум Forbo Смарагд Классик FR 6192 (25),Forbo,Товар,14.85,450.6682,5
778,1413,Линолеум Forbo Смарагд Классик FR 6192 (26.2),Линолеум Forbo Смарагд Классик FR 6192 (26.2),Forbo,Товар,77.74,240.18657000000002,6
779,1414,Линолеум Forbo Смарагд Классик FR 6198 (25),Линолеум Forbo Смарагд Классик FR 6198 (25),Forbo,Товар,74.99,702.52642,98
780,1415,Линолеум Forbo Смарагд Классик FR 6198 (26.3),Линолеум Forbo Смарагд Классик FR 6198 (26.3),Forbo,Товар,2.78,379.1053,62
781,1416,Линолеум Forbo Эмеральд FR 8135 (51.3),Линолеум Forbo Эмеральд FR 8135 (51.3),Forbo,Товар,13.58,181.2457,98
782,1417,Линолеум Forbo Эмеральд Стандарт FR 8333 (50),Линолеум Forbo Эмеральд Стандарт FR 8333 (50),Forbo,Товар,18.19,33.0,7
783,1420,Линолеум Glory,Линолеум Glory,IDEAL Glory,Товар,13.75,4675.0,340
784,1421,Линолеум METEOR,Линолеум METEOR,Polystyl METEOR,Товар,64.72,74.4789,28
785,1422,Линолеум Orion,Линолеум Orion,Polystyl Orion,Товар,38.43,759.2916799999999,37
786,1423,Линолеум POLARIS,Линолеум POLARIS,Polystyl POLARIS,Товар,4.61,464.2139,4
787,1424,Линолеум PRAKTIKA,Линолеум PRAKTIKA,PRAKTIKA,Товар,64.79,507.32847999999996,53
788,1425,Линолеум SIGMA,Линолеум SIGMA,Polystyl SIGMA,Товар,92.34,746.68885,64
789,1426,Линолеум SPACE,Линолеум SPACE,Polystyl SPACE,Товар,87.5,51450.0,588
790,1427,Линолеум STATUS,Линолеум STATUS,STATUS,Товар,25.96,145.3764,2
791,1430,Линолеум STIMUL,Линолеум STIMUL,STIMUL,Товар,40.8,497.19919000000004,76
792,1431,Линолеум TAIFUN,Линолеум TAIFUN,Polystyl TAIFUN,Товар,39.45,504.19882,8
793,1432,Линолеум TITAN,Линолеум TITAN,Polystyl TITAN,Товар,42.4,432.18161,28
794,1433,Линолеум TORNADO,Линолеум TORNADO,Polystyl TORNADO,Товар,64.36,382.24585,52
795,1434,Линолеум Trend,Линолеум Trend,Trend,Товар,0.95,981.931,95
796,1435,Линолеум VEGA,Линолеум VEGA,Polystyl VEGA,Товар,50.74,613.31103,62
797,1436,Линолеум Адмирал,Линолеум Адмирал,ТАРКЕТ,Товар,89.27,335.29905,45
798,1437,Линолеум Актива,Линолеум Актива,ТАРКЕТ,Товар,70.54,658.46415,32
799,1440,Линолеум Акцент Минерал АС,Линолеум Акцент Минерал АС,ТАРКЕТ,Товар,57.51,623.35828,73
800,1441,Линолеум Акцент Про,Линолеум Акцент Про,ТАРКЕТ,Товар,78.18,41.3205,38
801,1442,Линолеум Бонус,Линолеум Бонус,ТАРКЕТ,Товар,13.83,853.1179599999999,99
802,1443,Линолеум Гэлакси,Линолеум Гэлакси,ТАРКЕТ,Товар,1.1,597.656,7
803,1444,Линолеум Дельта,Линолеум Дельта,ТАРКЕТ,Товар,30.57,888.2714599999999,16
804,1445,Линолеум Дива,Линолеум Дива,ТАРКЕТ,Товар,14.41,89.1282,49
805,1446,Линолеум Европа,Линолеум Европа,ТАРКЕТ,Товар,71.28,894.63724,32
806,1447,Линолеум Идилия Нова,Линолеум Идилия Нова,ТАРКЕТ,Товар,13.22,158.2088,76
807,1450,Линолеум Каприз,Линолеум Каприз,ТАРКЕТ,Товар,28.36,789.22376,4
808,1451,Линолеум Лео 2.0м (60),Линолеум Лео 2.0м (60),Щекино,Товар,13.37,361.4826,57
809,1452,Линолеум Мода,Линолеум Мода,ТАРКЕТ,Товар,71.6,8.0572,8
810,1453,Линолеум Олимпик,Линолеум Олимпик,ТАРКЕТ,Товар,90.31,415.37478,65
811,1454,Линолеум Премиум,Линолеум Премиум,ТАРКЕТ,Товар,76.21,164.12498,44
812,1455,Линолеум Престиж,Линолеум Престиж,ТАРКЕТ,Товар,97.81,349.34135,69
813,1456,"Линолеум ПРП (3.1м) 31-475 ""Рига""","Линолеум ПРП (3.1м) 31-475 ""Рига""",Комитекс,Товар,69.95,73.5106,35
814,1457,"Линолеум ПРП (3.5м) 35-475 ""Рига""","Линолеум ПРП (3.5м) 35-475 ""Рига""",Комитекс,Товар,55.86,158.8825,88
815,1460,Линолеум ПРП Комитекс,Линолеум ПРП Комитекс,Комитекс,Товар,98.9,931.9132099999999,79
816,1461,Линолеум СПАРТА,Линолеум СПАРТА,СПАРТА,Товар,19.83,409.811,47
817,1462,Линолеум Спринт Про,Линолеум Спринт Про,ТАРКЕТ,Товар,60.75,338.20533,5
818,1463,Линолеум Торо,Линолеум Торо,ТАРКЕТ,Товар,60.5,768.46118,4
819,1464,Линолеум Фаворит,Линолеум Фаворит,ТАРКЕТ,Товар,13.76,801.1102099999999,76
820,1465,Линолеум Флер,Линолеум Флер,ТАРКЕТ,Товар,75.52,667.50371,84
821,1466,Линолеум Форсе,Линолеум Форсе,ТАРКЕТ,Товар,73.8,943.6959300000001,4
822,1467,Линолеум Хоризон,Линолеум Хоризон,ТАРКЕТ,Товар,17.49,41.717,9
823,1470,Линолеум Щекино,Линолеум Щекино,Щекино,Товар,90.36,854.77167,44
824,1471,Линолеум Щекино ПРП,Линолеум Щекино ПРП,ПРП ,Товар,15.69,486.7625,34
825,1472,Лопата ,Лопата ,Материалы,Материал,35.21,798.28097,58
826,1473,Люк ЛМ,Люк ЛМ,Строительные товары двери,Товар,36.5,26134.0,716
827,1474,Люк ЛПО-01 (EI60) 1200х970,Люк ЛПО-01 (EI60) 1200х970,Строительные товары двери,Товар,87.54,352.30814,8
828,1475,Люк ЛПО-01 (EI60) 1240х970,Люк ЛПО-01 (EI60) 1240х970,Строительные товары двери,Товар,23.58,45.1061,1
829,1476,Люк ЛПО-01 (EI60) 1280х970,Люк ЛПО-01 (EI60) 1280х970,Строительные товары двери,Товар,21.58,28.0,16
830,1477,Люк ЛПО-01 (EI60) 710х710,Люк ЛПО-01 (EI60) 710х710,Строительные товары двери,Товар,45.19,33.0,7
831,1500,Маркер выделитель текста EDDING ECO E-24 (шт),Маркер выделитель текста EDDING ECO E-24 (шт),Материалы,Материал,10.68,580.6194,4
832,1501,Маркер выделитель текста EDDING ECO E-24/4S 4шт/уп,Маркер выделитель текста EDDING ECO E-24/4S 4шт/уп,Материалы,Материал,70.81,474.33563,94
833,1502,Маркер выделитель текста KORES розовый,Маркер выделитель текста KORES розовый,Материалы,Материал,1.17,485.56699999999995,45
834,1503,Маркер выделитель текста набор 4 цв.,Маркер выделитель текста набор 4 цв.,Материалы,Материал,60.76,759.46116,84
835,1504,Маркер выделитель текста набор 6 цв.,Маркер выделитель текста набор 6 цв.,Материалы,Материал,61.36,382.23439,52
836,1505,Маркер перманентный ,Маркер перманентный ,Материалы,Материал,99.6,72.0,12
837,1506,Маркер перманентный КОМУС набор 4 цв. (круглый наконечник),Маркер перманентный КОМУС набор 4 цв. (круглый наконечник),Материалы,Материал,40.69,832.3385400000001,8
838,1507,Маркер по бум (для флипчартов) черн,Маркер по бум (для флипчартов) черн,Материалы,Материал,0.44,341.15,4
839,1510,Маркетинговые услуги,Маркетинговые услуги,Услуги,Услуга,73.17,949.69438,33
840,1511,Маска медицинская,Маска медицинская,Материалы,Материал,37.38,226.8447,88
841,1512,Масло цепное,Масло цепное,Материалы,Материал,93.44,577.5391400000001,88
842,1513,Массивная доска,,,Товар,19.89,711.14141,79
843,1514,Массивная доска ясень кофе 18х120х900 Фх4 лак,Массивная доска ясень кофе 18х120х900 Фх4 лак,AmberWood,Товар,3.27,54.0,2
844,1515,Массивная доска ясень шоколад 18х120х900 Фх4 лак,Массивная доска ясень шоколад 18х120х900 Фх4 лак,AmberWood,Товар,39.2,148.5801,6
845,1516,Материалы,,,Материал,89.11,291.25931,1
846,1517,Материнские платы для процессоров Intel,Материнские платы для процессоров Intel,Материалы,Материал,67.3,363.24429,9
847,1520,механизм для скоросшивателя металл-50шт,механизм для скоросшивателя металл-50шт,Материалы,Материал,65.3,674.44012,2
848,1521,Модули памяти DDR3 PC3-12800,Модули памяти DDR3 PC3-12800,Материалы,Материал,39.87,395.15747999999996,65
849,1522,Модуль памяти для компьютера,Модуль памяти для компьютера,Материалы,Материал,23.94,327.7828,38
850,1523,Мойка,Мойка,Строительные товары двери,Товар,5.11,65.332,15
851,1524,Монитор ,Монитор ,Материалы,Материал,61.54,424.26092,96
852,1525,Монтаж,Монтаж,Услуги,Услуга,6.25,361.2256,25
853,1526,Муфта дренаж,Муфта дренаж,Строительные товары двери,Товар,56.62,96.0,8
854,1527,Мышь GENIUS NS-600 оптическая беспроводная,Мышь GENIUS NS-600 оптическая беспроводная,Материалы,Материал,50.72,387.19628,64
855,1530,Мышь компьютерная,Мышь компьютерная,Материалы,Материал,59.71,469.28002999999995,99
856,1531,Набор для звукоизоляции Вибростек-М,Набор для звукоизоляции Вибростек-М,Строительные товары двери,Товар,6.53,249.1625,97
857,1532,Набор маркеров для досок ATTACHE набор 4цв.2-5мм,Набор маркеров для досок ATTACHE набор 4цв.2-5мм,Материалы,Материал,62.23,66.4107,18
858,1533,Набор настольный,Набор настольный,Строительные товары двери,Товар,19.42,736.14293,12
