,Number_PP,Name,Full_name,Code,Unit_of_reconciliation,Additional_characteristics,Owners_name,Kind,Article,Weight,Accounting_characteristics,Storage_unit,VAT_rate,Service,Nomenclature_group,Sharto,Main_supplier,Main_supplier_object,Comment,Predefined,Price,Qty_stock,Remaining_amount,Currency
890,1573,Паласы по дизайнам Скролл,Паласы по дизайнам Скролл,2132,м2,Нет,Паласы по дизайнам,Товар,2132,Нет,Да,м2,0.2,Нет,Товары,2185923437,НЕВА ТАФТ ООО,Нет,,Нет,12.88,493.6349,84,Руб
891,1574,Паласы по дизайнам Фризе,Паласы по дизайнам Фризе,2133,м2,Нет,Паласы по дизайнам,Товар,2133,Нет,Да,м2,0.2,Нет,Товары,4086387656,НЕВА ТАФТ ООО,Нет,,Нет,7.17,710.509,7,Руб
892,1575,Паласы ПРИНТ Гвоздика 170 2.0*4.0 1Y (8),Паласы ПРИНТ Гвоздика 170 2.0*4.0 1Y (8),1671,м2,Нет,Паласы по дизайнам,Товар,1671,Нет,Нет,м2,0.2,Нет,Товары,4086387656,,Нет,,Нет,29.4,442.12994,8,Руб
893,1576,Паласы ПРИНТ ГОЛЬФ 900 0.66*1.33 АВ1 (0.88),Паласы ПРИНТ ГОЛЬФ 900 0.66*1.33 АВ1 (0.88),1508,м2,Нет,Паласы по дизайнам,Товар,1508,Нет,Нет,м2,0.2,Нет,Товары,4086387656,,Нет,,Нет,69.53,210.14601,3,Руб
894,1577,Паласы ПРИНТ ЛИРА 170 2.0*4.0 1Y (8),Паласы ПРИНТ ЛИРА 170 2.0*4.0 1Y (8),1672,м2,Нет,Паласы по дизайнам,Товар,1672,Нет,Нет,м2,0.2,Нет,Товары,3616536405,,Нет,,Нет,98.33,660.64897,8,Руб
895,1600,Паласы СКРОЛЛ САЯНЫ 332 2.5*2.5 2Y (6.25),Паласы СКРОЛЛ САЯНЫ 332 2.5*2.5 2Y (6.25),1673,м2,Нет,Паласы по дизайнам,Товар,1673,Нет,Нет,м2,0.2,Нет,Товары,3616536405,,Нет,,Нет,16.43,442.7262,6,Руб
896,1601,папка архивный короб Комус 100мм,папка архивный короб Комус 100мм,2010,шт,Нет,Материалы,Материал,2010,Нет,Нет,шт,0.2,Нет,Товары,3616536405,,Нет,,Нет,80.55,198.15948,9,Руб
897,1602,папка архивный короб Комус 150мм,папка архивный короб Комус 150мм,2011,шт,Нет,Материалы,Материал,2011,Нет,Нет,шт,0.2,Нет,Товары,1166559577,,Нет,,Нет,34.41,570.19613,7,Руб
898,1603,папка архивный короб Комус 75мм,папка архивный короб Комус 75мм,2009,шт,Нет,Материалы,Материал,2009,Нет,Нет,шт,0.2,Нет,Товары,1166559577,,Нет,в коробке 14,Нет,57.24,30051.0,525,Руб
899,1604,папка архивный короб на 10 папок 50мм,папка архивный короб на 10 папок 50мм,2016,шт,Нет,Материалы,Материал,2016,Нет,Нет,шт,0.2,Нет,Товары,1166559577,,Нет,,Нет,80.12,332.26599,84,Руб
900,1605,Папка Конверт на молнии,Папка Конверт на молнии,1929,шт,Нет,Материалы,Материал,1929,Нет,Нет,шт,0.2,Нет,Товары,3231039860,,Нет,,Нет,12.42,697.8656,74,Руб
901,1606,Папка Конверт с кнопкой  А4 ,Папка Конверт с кнопкой  А4 ,1844,шт,Нет,Материалы,Материал,1844,Нет,Нет,шт,0.2,Нет,Товары,3231039860,,Нет,,Нет,56.13,274.15379,62,Руб
902,1607,Папка на 2-х кольцах пластиковая,Папка на 2-х кольцах пластиковая,1927,шт,Нет,Материалы,Материал,1927,Нет,Нет,шт,0.2,Нет,Товары,3268622821,,Нет,,Нет,59.49,454.27008,46,Руб
903,1610,Папка на резинке,Папка на резинке,1931,шт,Нет,Материалы,Материал,1931,Нет,Нет,шт,0.2,Нет,Товары,3268622821,,Нет,,Нет,54.68,224.12248,32,Руб
904,1611,Папка с арочным мех. 75 мм ,Папка с арочным мех. 75 мм ,1848,шт,Нет,Материалы,Материал,1848,Нет,Нет,шт,0.2,Нет,Товары,3268622821,,Нет,,Нет,15.3,184.2815,2,Руб
905,1612,Папка с арочным мех. 80 мм ,Папка с арочным мех. 80 мм ,1849,шт,Нет,Материалы,Материал,1849,Нет,Нет,шт,0.2,Нет,Товары,1003603322,,Нет,,Нет,67.7,515.34541,5,Руб
906,1613,Папка с арочным мех. Комус экономи 50 мм зеленая,Папка с арочным мех. Комус экономи 50 мм зеленая,1540,шт,Нет,Материалы,Материал,1540,Нет,Нет,шт,0.2,Нет,Товары,1003603322,,Нет,,Нет,68.41,283.1936,3,Руб
907,1614,Папка с арочным мех. Комус экономи 50 мм красная,Папка с арочным мех. Комус экономи 50 мм красная,1538,шт,Нет,Материалы,Материал,1538,Нет,Нет,шт,0.2,Нет,Товары,1003603322,,Нет,,Нет,94.5,215.2022,75,Руб
908,1615,Папка с арочным мех. Комус экономи 50 мм синяя,Папка с арочным мех. Комус экономи 50 мм синяя,1537,шт,Нет,Материалы,Материал,1537,Нет,Нет,шт,0.2,Нет,Товары,2965813271,,Нет,,Нет,86.93,163.14169,59,Руб
909,1616,Папка с арочным мех. Комус экономи 50 мм черная,Папка с арочным мех. Комус экономи 50 мм черная,1539,шт,Нет,Материалы,Материал,1539,Нет,Нет,шт,0.2,Нет,Товары,2965813271,,Нет,,Нет,14.26,740.10552,4,Руб
910,1617,Папка с зажимом 17 мм синий,Папка с зажимом 17 мм синий,1973,шт,Нет,Материалы,Материал,1973,Нет,Нет,шт,0.2,Нет,Товары,2965813271,,Нет,,Нет,67.77,133.9013,41,Руб
911,1620,Папка с клипом белая,Папка с клипом белая,1975,шт,Нет,Материалы,Материал,1975,Нет,Нет,шт,0.2,Нет,Товары,2433336900,,Нет,,Нет,56.76,131.7435,56,Руб
912,1621,Папка с клипом голубая,Папка с клипом голубая,1976,шт,Нет,Материалы,Материал,1976,Нет,Нет,шт,0.2,Нет,Товары,2433336900,,Нет,,Нет,87.45,633.55355,85,Руб
913,1622,Папка Скоросшиватель А4 ,Папка Скоросшиватель А4 ,1842,шт,Нет,Материалы,Материал,1842,Нет,Нет,шт,0.2,Нет,Товары,2433336900,,Нет,,Нет,91.17,298.27168,66,Руб
914,1623,Папка Скоросшиватель Комус А4 ,Папка Скоросшиватель Комус А4 ,1974,шт,Нет,Материалы,Материал,1974,Нет,Нет,шт,0.2,Нет,Товары,3026943517,,Нет,,Нет,64.7,460.29472,2,Руб
915,1624,Папка Уголок  А4 ,Папка Уголок  А4 ,1843,шт,Нет,Материалы,Материал,1843,Нет,Нет,шт,0.2,Нет,Товары,3026943517,,Нет,,Нет,57.12,397.22676,64,Руб
916,1625,Папка Уголок  п/э ,Папка Уголок  п/э ,1977,шт,Нет,Материалы,Материал,1977,Нет,Нет,шт,0.2,Нет,Товары,714471863,,Нет,,Нет,56.53,614.34709,42,Руб
917,1626,Папка файл-вкладыш А4 100 шт/уп,Папка файл-вкладыш А4 100 шт/уп,1525,шт,Нет,Материалы,Материал,1525,Нет,Нет,упаковка,0.2,Нет,Товары,714471863,,Нет,,Нет,81.4,407.33129,8,Руб
918,1627,Паркетная доска,,345,,Нет,,Товар,345,Нет,Нет,,,Нет,,714471863,,Нет,,Нет,50.33,56.2818,48,Руб
919,1630,Паркетная доска Дрезден,Паркетная доска Дрезден,1410,м2,Нет,Дрезден (снят),Товар,1410,Нет,Да,м2,0.2,Нет,Товары,714471863,ОПУС ТД ООО,Нет,,Нет,14.92,85.1268,2,Руб
920,1631,Паркетная доска Стокгольм,Паркетная доска Стокгольм,1411,м2,Нет,Стокгольм,Товар,1411,Нет,Да,м2,0.2,Нет,Товары,940393276,ОПУС ТД ООО,Нет,,Нет,37.98,956.36308,88,Руб
921,1632,Паркетная доска Стокгольм NEW,Паркетная доска Стокгольм NEW,2046,м2,Нет,Стокгольм,Товар,2046,Нет,Да,м2,0.2,Нет,Товары,940393276,ОПУС ТД ООО,Нет,,Нет,97.1,212.20585,2,Руб
922,1633,Паркетная доска Суоми,Паркетная доска Суоми,1864,м2,Нет,Суоми,Товар,1864,Нет,Да,м2,0.2,Нет,Товары,940393276,ОПУС ТД ООО,Нет,,Нет,11.6,939.10385,34,Руб
923,1634,Патерностер 8 рулонов механический для рулонов 3.5 м,Патерностер 8 рулонов механический для рулонов 3.5 м,1967,шт,Нет,Материалы,Материал,1967,Нет,Нет,шт,0.2,Нет,Товары,2024478643,,Нет,,Нет,92.24,245.22598,8,Руб
924,1635,Патерностер 8 рулонов механический с лебедкой для рулонов 3.5 м.,Патерностер 8 рулонов механический с лебедкой для рулонов 3.5 м.,1966,шт,Нет,Материалы,Материал,1966,Нет,Да,шт,0.2,Нет,Товары,2024478643,,Нет,,Нет,29.76,629.18719,4,Руб
925,1636,ПВСнг (А)-LS 2х2.5,ПВСнг (А)-LS 2х2.5,1853,км.,Нет,Строительные товары двери,Товар,1853,Нет,Нет,км.,0.2,Нет,Товары,3834065921,,Нет,,Нет,74.69,82.0,78,Руб
926,1637,ПВСнг (А)-LS 3х1.5,ПВСнг (А)-LS 3х1.5,1854,км.,Нет,Строительные товары двери,Товар,1854,Нет,Нет,км.,0.2,Нет,Товары,3834065921,,Нет,,Нет,30.88,227.7009,76,Руб
927,1640,ПВСнг (А)-LS 3х2.5,ПВСнг (А)-LS 3х2.5,1855,км.,Нет,Строительные товары двери,Товар,1855,Нет,Нет,км.,0.2,Нет,Товары,3834065921,,Нет,,Нет,70.7,782.54794,74,Руб
928,1641,Пена монтажная,Пена монтажная,2158,шт,Нет,Материалы,Товар,2158,Нет,Нет,шт,0.2,Нет,Товары,3299917312,,Нет,,Нет,34.45,368.12677,6,Руб
929,1642,Пеноплекс,Пеноплекс,2108,л,Нет,Строительные товары двери,Товар,2108,Нет,Нет,л,0.2,Нет,Товары,3299917312,,Нет,,Нет,51.99,855.44451,45,Руб
930,1643,Пенополистерол,Пенополистерол,2347,м3,Нет,Строительные товары двери,Товар,2347,Нет,Нет,м3,0.2,Нет,Товары,206565854,,Нет,,Нет,23.46,231.5419,26,Руб
931,1644,Пенополиэтилен несшитый 2мм 1.0м*50м белый,Пенополиэтилен несшитый 2мм 1.0м*50м белый,2539,м2,Нет,Подложка,Товар,2539,Нет,Нет,м2,0.2,Нет,Товары,206565854,,Нет,,Нет,0.16,232.37,12,Руб
932,1645,Перегородка,Перегородка,2106,шт,Нет,Материалы,Материал,2106,Нет,Нет,шт,0.2,Нет,Товары,206565854,,Нет,,Нет,41.1,936.38469,6,Руб
933,1646,Перчатки ,Перчатки ,2096,шт,Нет,Материалы,Материал,2096,Нет,Нет,шт,0.2,Нет,Товары,3036800439,,Нет,,Нет,95.4,780.74131,2,Руб
934,1647,Перчатки БИОМЕХ утепленные с латексным покрытием,Перчатки БИОМЕХ утепленные с латексным покрытием,2035,шт,Нет,Материалы,Материал,2035,Нет,Нет,шт,0.2,Нет,Товары,3036800439,,Нет,,Нет,91.53,555.50799,15,Руб
935,1650,Песок строительный ,Песок строительный ,2302,кг,Нет,Строительные товары двери,Товар,2302,Нет,Нет,кг,0.2,Нет,Товары,3036800439,,Нет,,Нет,34.3,223.7648,9,Руб
936,1651,Пила,Пила,2142,шт,Нет,Материалы,Материал,2142,Нет,Нет,шт,0.2,Нет,Товары,1207734698,,Нет,,Нет,89.2,645.57417,9,Руб
937,1652,Планкен,Планкен,2301,м3,Нет,Строительные товары двери,Товар,2301,Нет,Нет,м3,0.2,Нет,Товары,1207734698,,Нет,,Нет,98.94,34.0,11,Руб
938,1653,Планшет А4,Планшет А4,1983,шт,Нет,Материалы,Материал,1983,Нет,Нет,шт,0.2,Нет,Товары,1207734698,,Нет,,Нет,72.36,547.3958,92,Руб
939,1654,Пленка техническая,Пленка техническая,2109,пог. м,Нет,Строительные товары двери,Товар,2109,Нет,Нет,пог. м,0.2,Нет,Товары,3469166873,,Нет,,Нет,93.64,379.35489,56,Руб
940,1655,Пленка упаковочная,Пленка упаковочная,2145,уп,Нет,Материалы,Материал,2145,Нет,Нет,уп,0.2,Нет,Товары,3469166873,,Нет,,Нет,8.25,890.7342,5,Руб
941,1656,Плинтус ,Плинтус ,2064,шт,Нет,Плинтус напольный ПВХ,Товар,2064,Нет,Да,шт,0.2,Нет,Товары,2239224698,ОЛИМП И К АО,Нет,,Нет,39.94,15.0599,1,Руб
942,1657,Плинтус ELSI,Плинтус ELSI,1959,шт,Нет,Плинтус напольный ПВХ,Товар,1959,Нет,Да,шт,0.2,Нет,Товары,2239224698,,Нет,,Нет,90.76,957.86857,32,Руб
943,1660,Плинтус Аберхоф,Плинтус Аберхоф,1926,пог. м,Нет,Плинтус напольный ПВХ,Товар,1926,Нет,Да,пог. м,0.2,Нет,Товары,2239224698,ОПУС ТД ООО,Нет,в коробке 14,Нет,65.62,951.62404,62,Руб
944,1661,Плинтус Аберхоф(о),Плинтус Аберхоф(о),2099,шт,Нет,Плинтус напольный ПВХ,Товар,2099,Нет,Да,шт,0.2,Нет,Товары,681108597,ОПУС ТД ООО,Нет,в коробке 14,Нет,36.61,237.8676,57,Руб
945,1662,Плинтус напольный ПВХ,,1877,,Нет,,Товар,1877,Нет,Нет,,,Нет,,681108597,,Нет,,Нет,52.64,201.1058,64,Руб
946,1663,Плинтус Таркетт,Плинтус Таркетт,1878,пог. м,Нет,Плинтус напольный ПВХ,Товар,1878,Нет,Да,пог. м,0.2,Нет,Товары,681108597,ТАРКЕТТ РУС АО,Нет,,Нет,24.44,217.5303,48,Руб
947,1664,Плита бетонная,Плита бетонная,2615,шт,Нет,Строительные товары двери,Товар,2615,Нет,Нет,шт,0.2,Нет,Товары,2743547471,,Нет,,Нет,51.88,771.39999,48,Руб
948,1665,Плита полнотелая пазогребневая влагостойкая 667*500*80 мм,Плита полнотелая пазогребневая влагостойкая 667*500*80 мм,1450,м2,Нет,Строительные товары двери,Товар,1450,Нет,Нет,м2,0.2,Нет,Товары,2743547471,,Нет,,Нет,77.63,61.4735,43,Руб
949,1666,Плита полнотелая пазогребневая обычная 667*500*80 мм,Плита полнотелая пазогребневая обычная 667*500*80 мм,1449,м2,Нет,Строительные товары двери,Товар,1449,Нет,Нет,м2,0.2,Нет,Товары,2743547471,,Нет,,Нет,92.55,312.28875,6,Руб
950,1667,Плитка FF 1479 дуб Ла-Пас (196*1320*2.5мм),Плитка FF 1479 дуб Ла-Пас (196*1320*2.5мм),2586,уп,Нет,Строительные товары двери,Товар,2586,Нет,Нет,уп,0.2,Нет,,3291223985,,Нет,,Нет,87.16,50117.0,575,Руб
951,1670,Плитка LVT,,2313,,Нет,,Товар,2313,Нет,Нет,,,Нет,,3291223985,,Нет,,Нет,75.35,898.67664,3,Руб
952,1671,Плитка ULTIMO,Плитка ULTIMO,2314,м2,Нет,Плитка LVT,Товар,2314,Нет,Да,м2,0.2,Нет,Товары,3291223985,,Нет,,Нет,53.1,395.20938,95,Руб
953,1672,Плитка ULTIMO (о),Плитка ULTIMO (о),2315,м2,Нет,Плитка LVT,Товар,2315,Нет,Да,м2,0.2,Нет,Товары,1623115122,,Нет,,Нет,79.91,753.60172,23,Руб
954,1673,Плитка ULTIMO (о) свотч,Плитка ULTIMO (о) свотч,2310,шт,Нет,Плитка LVT,Товар,2310,Нет,Нет,шт,0.2,Нет,Товары,1623115122,,Нет,,Нет,41.43,677.28048,11,Руб
955,1674,Плитка Дрим Хаус,Плитка Дрим Хаус,2491,м2,Нет,Плитка Таркет,Товар,2491,Нет,Да,м2,0.2,Нет,Товары,3540324618,,Нет,,Нет,50.6,506.2533,36,Руб
956,1675,Плитка Таркет,,2490,,Нет,Плитка LVT,Товар,2490,Нет,Нет,,,Нет,,3540324618,,Нет,,Нет,69.19,903.62478,57,Руб
957,1676,Плитка тротуарная,Плитка тротуарная,2303,м2,Нет,Строительные товары двери,Товар,2303,Нет,Нет,м2,0.2,Нет,Товары,3540324618,,Нет,,Нет,71.15,266.18925,9,Руб
958,1677,Плитка тротуарная шт,Плитка тротуарная шт,2391,шт,Нет,Строительные товары двери,Товар,2391,Нет,Нет,шт,0.2,Нет,Товары,47930303,,Нет,,Нет,9.14,596.5447,44,Руб
959,1700,Погрузка автотранспорта,Погрузка автотранспорта,1971,т,Нет,Услуги,Услуга,1971,Нет,Нет,т,0.2,Да,Товары,47930303,,Нет,,Нет,30.8,557.16754,56,Руб
960,1701,Подвес для потолка,Подвес для потолка,2247,шт,Нет,Материалы,Материал,2247,Нет,Нет,шт,0.2,Нет,Товары,47930303,,Нет,,Нет,96.29,950.91475,5,Руб
961,1702,Подготовка товарного вида,Подготовка товарного вида,1277,шт,Нет,Услуги,Услуга,1277,Нет,Нет,шт,0.2,Да,Товары,1492930133,,Нет,,Нет,74.79,838.62674,2,Руб
962,1703,Подложка,,2082,,Нет,,Товар,2082,Нет,Нет,,,Нет,,1492930133,,Нет,,Нет,11.99,783.9388,17,Руб
963,1704,Подложка Аберхоф листовая 5мм (5.25кв м),Подложка Аберхоф листовая 5мм (5.25кв м),2369,м2,Нет,Подложка,Товар,2369,Нет,Нет,м2,0.2,Нет,Товары,1492930133,ОПУС ТД ООО,Нет,,Нет,42.79,283.12109,57,Руб
964,1705,Подложка Аберхоф ПЛИТА 3мм,Подложка Аберхоф ПЛИТА 3мм,1914,м2,Нет,Подложка,Товар,1914,Нет,Нет,м2,0.2,Нет,Товары,957816172,ОПУС ТД ООО,Нет,,Нет,31.95,172.5495,4,Руб
965,1706,Подложка Аберхоф РУЛОН 2мм,Подложка Аберхоф РУЛОН 2мм,1913,м2,Нет,Подложка,Товар,1913,Нет,Нет,м2,0.2,Нет,Товары,957816172,ОПУС ТД ООО,Нет,,Нет,55.99,836.46807,64,Руб
966,1707,Подложка демпферная 15х1м (рулон),Подложка демпферная 15х1м (рулон),2425,шт,Нет,Строительные товары двери,Товар,2425,Нет,Нет,шт,0.2,Нет,Товары,957816172,,Нет,,Нет,20.8,658.13212,64,Руб
967,1710,Подложка Солид листовая желтая 2мм (5.25кв м) ,Подложка Солид листовая желтая 2мм (5.25кв м) ,2459,м2,Нет,Подложка,Товар,2459,Нет,Нет,м2,0.2,Нет,Товары,2410167279,ОПУС ТД ООО,Нет,,Нет,25.61,681.1744,41,Руб
968,1711,Подложка Солид листовая зеленая 3мм (5кв м),Подложка Солид листовая зеленая 3мм (5кв м),2329,м2,Нет,Подложка,Товар,2329,Нет,Нет,м2,0.2,Нет,Товары,2410167279,ОПУС ТД ООО,Нет,,Нет,10.61,494.5241,34,Руб
969,1712,Подложка Солид листовая зеленая-LVT 1000*500*1.5 мм (10м2),Подложка Солид листовая зеленая-LVT 1000*500*1.5 мм (10м2),2475,м2,Нет,Подложка,Товар,2475,Нет,Нет,м2,0.2,Нет,Товары,2410167279,Монарх МБК-М ООО,Нет,,Нет,58.96,296.17452,16,Руб
970,1713,Подложка Туплекс Аберхоф звукоизолирующая 1*33м,Подложка Туплекс Аберхоф звукоизолирующая 1*33м,281,м2,Нет,Подложка,Товар,281,Нет,Нет,м2,0.2,Нет,Товары,3051182703,ОПУС ТД ООО,Нет,,Нет,30.12,190.5722,8,Руб
971,1714,Подложка-гармошка Aberhof 2мм,Подложка-гармошка Aberhof 2мм,2048,м2,Нет,Подложка,Товар,2048,Нет,Нет,м2,0.2,Нет,Товары,3051182703,Монарх МБК-М ООО,Нет,в коробке(завод) 13 уп,Нет,6.3,440.2653,2,Руб
972,1715,Подложка-гармошка Солид желтая 2мм (10.5 кв м),Подложка-гармошка Солид желтая 2мм (10.5 кв м),2393,м2,Нет,Подложка,Товар,2393,Нет,Нет,м2,0.2,Нет,Товары,3051182703,ОПУС ТД ООО,Нет,,Нет,24.24,474.11489,76,Руб
973,1716,Подпятник для соединителя,Подпятник для соединителя,2607,уп,Нет,Строительные товары двери,Товар,2607,Нет,Нет,уп,0.2,Нет,Товары,3323533204,,Нет,,Нет,81.56,327.2667,12,Руб
974,1717,Подушка штемпельная,Подушка штемпельная,2237,шт,Нет,Материалы,Материал,2237,Нет,Нет,шт,0.2,Нет,Товары,3323533204,,Нет,,Нет,64.96,952.61841,92,Руб
975,1720,Полотно геотекстильное AVTEX 300 1.8*50,Полотно геотекстильное AVTEX 300 1.8*50,2350,м2,Нет,Строительные товары двери,Товар,2350,Нет,Нет,м2,0.2,Нет,Товары,1186955856,,Нет,,Нет,95.88,677.6491,76,Руб
976,1721,Полотно геотекстильное AVTEX 300 3*50,Полотно геотекстильное AVTEX 300 3*50,2349,м2,Нет,Строительные товары двери,Товар,2349,Нет,Нет,м2,0.2,Нет,Товары,1186955856,,Нет,,Нет,24.59,859.21122,81,Руб
977,1722,Полотно геотекстильное AVTEX 300 6*50,Полотно геотекстильное AVTEX 300 6*50,2348,м2,Нет,Строительные товары двери,Товар,2348,Нет,Нет,м2,0.2,Нет,Товары,1186955856,,Нет,,Нет,35.41,995.35232,95,Руб
978,1723,Полусапоги мужские утепленные,Полусапоги мужские утепленные,2034,шт,Нет,Материалы,Материал,2034,Нет,Нет,шт,0.2,Нет,Товары,3866386000,,Нет,,Нет,61.25,194.11882,5,Руб
979,1724,Помпа механическая,Помпа механическая,1924,шт,Нет,Материалы,Материал,1924,Нет,Нет,шт,0.2,Нет,Товары,3866386000,,Нет,,Нет,34.25,697.23872,25,Руб
980,1725,Посудомоечная машина NEFF,Посудомоечная машина NEFF,2433,шт,Нет,Строительные товары двери,Товар,2433,Нет,Нет,шт,0.2,Нет,Товары,3866386000,,Нет,,Нет,65.41,195.12754,95,Руб
981,1726,Потерностер 8 рул механический,Потерностер 8 рул механический,1994,шт,Нет,Оборудование,Товар,1994,Нет,Нет,шт,0.2,Нет,Товары,2257606082,,Нет,,Нет,59.84,426.25491,84,Руб
982,1727,Потерностер 8 рул механический с лебедкой,Потерностер 8 рул механический с лебедкой,1993,шт,Нет,Оборудование,Товар,1993,Нет,Нет,шт,0.2,Нет,Товары,2257606082,,Нет,,Нет,41.47,207.8584,29,Руб
983,1730,"Право пользования программы ЭВМ ""Диадок""","Право пользования программы ЭВМ ""Диадок""",2569,шт,Нет,Услуги,Услуга,2569,Нет,Нет,шт,Без НДС,Да,Товары,2257606082,,Нет,,Нет,28.49,882.25128,18,Руб
984,1731,Премия за достижение объема продаж,Премия за достижение объема продаж,847,шт,Нет,Услуги,Услуга,847,Нет,Нет,шт,0.2,Да,Товары,3974915140,,Нет,,Нет,38.53,743.28627,79,Руб
985,1732,Претензия,Претензия,2154,шт,Нет,Услуги,Услуга,2154,Нет,Нет,шт,0.2,Да,Товары,3974915140,,Нет,,Нет,50.6,6325.0,125,Руб
986,1733,Пробковая подложка Aberhof 2мм (1*10),Пробковая подложка Aberhof 2мм (1*10),504,м2,Нет,Подложка,Товар,504,Нет,Нет,м2,0.2,Нет,Товары,3974915140,ОПУС ТД ООО,Нет,,Нет,99.76,215.21448,4,Руб
987,1734,Пробковая подложка Aberhof 2мм (1*9м),Пробковая подложка Aberhof 2мм (1*9м),2052,м2,Нет,Подложка,Товар,2052,Нет,Нет,м2,0.2,Нет,Товары,3826271425,ОПУС ТД ООО,Нет,,Нет,25.37,912.23137,44,Руб
988,1735,Пробковая подложка рулон 2мм (1*10),Пробковая подложка рулон 2мм (1*10),2138,м2,Нет,Подложка,Товар,2138,Нет,Нет,м2,0.2,Нет,Товары,3826271425,ДАЧНЫЙ СЕЗОН ООО,Нет,,Нет,13.41,772.10352,52,Руб
989,1736,Пробковый пол,,2,,Нет,,Товар,2,Нет,Нет,,,Нет,,3826271425,,Нет,,Нет,65.98,678.44734,44,Руб
990,1737,Пробковый пол Basic,Пробковый пол Basic,1409,м2,Нет,Aberhof,Товар,1409,Нет,Да,м2,0.2,Нет,Товары,1460480723,ОПУС ТД ООО,Нет,,Нет,89.27,414.36957,78,Руб
991,1740,Пробковый пол Exclusive,Пробковый пол Exclusive,1869,м2,Нет,Aberhof,Товар,1869,Нет,Да,м2,0.2,Нет,Товары,1460480723,ОПУС ТД ООО,Нет,,Нет,22.4,107.2396,8,Руб
992,1741,Проведение спецоценки условий труда,Проведение спецоценки условий труда,2507,шт,Нет,Услуги,Услуга,2507,Нет,Нет,шт,Без НДС,Да,Товары,1133478900,,Нет,,Нет,66.0,44352.0,672,Руб
993,1742,Провод из меди Forbo 801/20м.,Провод из меди Forbo 801/20м.,1727,шт,Нет,Строительные товары двери,Товар,1727,Нет,Нет,шт,0.2,Нет,Товары,1133478900,,Нет,,Нет,19.22,829.15933,38,Руб
994,1743,Провод ПуГВ 1х6 (желто-зеленый),Провод ПуГВ 1х6 (желто-зеленый),1862,км.,Нет,Строительные товары двери,Товар,1862,Нет,Нет,км.,0.2,Нет,Товары,1133478900,,Нет,,Нет,10.15,155.1573,25,Руб
995,1744,Проволока вязальная 1.2,Проволока вязальная 1,2070,т,Нет,Строительные товары двери,Товар,2070,Нет,Нет,т,0.2,Нет,Товары,3231931125,,Нет,,Нет,74.29,458.34024,82,Руб
996,1745,Проволока порошковая Supercored 71Н 1.2mm D200*5кг,Проволока порошковая Supercored 71Н 1.2mm D200*5кг,2506,шт,Нет,Склад Максимова Т.,Товар,2506,Нет,Нет,шт,Без НДС,Нет,Товары,3231931125,,Нет,,Нет,82.83,396.328,68,Руб
997,1746,Проволока порошковая SW-309L Cored  1.2mm D200*5кг,Проволока порошковая SW-309L Cored  1.2mm D200*5кг,2545,шт,Нет,Склад Максимова Т.,Товар,2545,Нет,Нет,шт,Без НДС,Нет,Товары,3231931125,,Нет,,Нет,15.4,749.11534,6,Руб
998,1747,Проволока порошковая SW-316L Cored  1.2mm D200*5кг,Проволока порошковая SW-316L Cored  1.2mm D200*5кг,2546,шт,Нет,Склад Максимова Т.,Товар,2546,Нет,Нет,шт,Без НДС,Нет,Товары,2820542558,,Нет,,Нет,94.68,404.3825,72,Руб
999,1750,Проволока сварочная GEKA SG2 1.2mm BS300*15кг,Проволока сварочная GEKA SG2 1.2mm BS300*15кг,2568,шт,Нет,Склад Максимова Т.,Товар,2568,Нет,Нет,шт,Без НДС,Нет,Товары,2820542558,,Нет,,Нет,51.89,331.17175,59,Руб
1000,1751,Проволока сварочная Суперкоред 71Н D200*5кг,Проволока сварочная Суперкоред 71Н D200*5кг,2572,шт,Нет,Склад Максимова Т.,Товар,2572,Нет,Нет,шт,Без НДС,Нет,Товары,525315781,,Нет,,Нет,11.3,377.4158,31,Руб
1001,1752,Проволока сварочная Суперкоред 91ЛТ D200*5кг,Проволока сварочная Суперкоред 91ЛТ D200*5кг,2584,шт,Нет,Склад Максимова Т.,Товар,2584,Нет,Нет,шт,Без НДС,Нет,Товары,525315781,,Нет,,Нет,89.51,176.15753,76,Руб
1002,1753,Проволокопровод Ball pac (3.5м),Проволокопровод Ball pac (3.5м),2446,шт,Нет,Склад Максимова Т.,Товар,2446,Нет,Нет,шт,Без НДС,Нет,Товары,525315781,,Нет,,Нет,43.23,114.4928,22,Руб
1003,1754,Проволокопровод Ball pac (6м),Проволокопровод Ball pac (6м),2447,шт,Нет,Склад Максимова Т.,Товар,2447,Нет,Нет,шт,Без НДС,Нет,Товары,2922138299,,Нет,,Нет,74.85,941.70433,85,Руб
1004,1755,Проездные документы,Проездные документы,1949,шт,Нет,Материалы,Материал,1949,Нет,Нет,шт,0.2,Нет,Товары,2922138299,,Нет,,Нет,47.9,152.728,8,Руб
1005,1756,Прокат фальцевой кровли,Прокат фальцевой кровли,2271,шт,Нет,Услуги,Услуга,2271,Нет,Нет,шт,0.2,Да,Товары,2922138299,,Нет,,Нет,99.59,894.89033,46,Руб
1006,1757,Профиль,Профиль,2193,шт,Нет,Строительные товары двери,Товар,2193,Нет,Нет,шт,0.2,Нет,Товары,4271484522,,Нет,,Нет,86.41,166.14344,6,Руб
